primaryID,name,synonym
http://www.wikidata.org/entity/Q161529,"1,4-dichlorobenzene",p-dichlorbenzene
http://www.wikidata.org/entity/Q161529,"1,4-dichlorobenzene",p-DCB
http://www.wikidata.org/entity/Q161529,"1,4-dichlorobenzene",p-chlorophenyl chloride
http://www.wikidata.org/entity/Q161529,"1,4-dichlorobenzene",PARA
http://www.wikidata.org/entity/Q161529,"1,4-dichlorobenzene",PDB
http://www.wikidata.org/entity/Q161529,"1,4-dichlorobenzene",dichlorobenzene
http://www.wikidata.org/entity/Q161535,"1,4-pentadiene","penta-1,4-diene"
http://www.wikidata.org/entity/Q161532,dioxane,tetrahydro-para-dioxin
http://www.wikidata.org/entity/Q161532,dioxane,tetrahydro-p-dioxin
http://www.wikidata.org/entity/Q161532,dioxane,"tetrahydro-1,4-dioxin"
http://www.wikidata.org/entity/Q161532,dioxane,p-Dioxane
http://www.wikidata.org/entity/Q161532,dioxane,glycol ethylene ether
http://www.wikidata.org/entity/Q161532,dioxane,"dioxane-1,4"
http://www.wikidata.org/entity/Q161532,dioxane,Dioxan
http://www.wikidata.org/entity/Q161532,dioxane,Diethylene ether
http://www.wikidata.org/entity/Q161532,dioxane,Diethylene dioxide
http://www.wikidata.org/entity/Q161532,dioxane,di(ethylene oxide)
http://www.wikidata.org/entity/Q161532,dioxane,6-crown-2
http://www.wikidata.org/entity/Q161532,dioxane,"1,4-Dioxan"
http://www.wikidata.org/entity/Q161532,dioxane,"1,4-dioxacyclohexane"
http://www.wikidata.org/entity/Q161532,dioxane,"1,4-Diethylene Dioxide"
http://www.wikidata.org/entity/Q161542,"1,4-naphthoquinone",α-naphthoquinone
http://www.wikidata.org/entity/Q161542,"1,4-naphthoquinone",p-naphthoquinone
http://www.wikidata.org/entity/Q161542,"1,4-naphthoquinone",naphthoquinone
http://www.wikidata.org/entity/Q161542,"1,4-naphthoquinone",alpha-naphthoquinone
http://www.wikidata.org/entity/Q161542,"1,4-naphthoquinone","4a,8a-dihydronaphthalene-1,4-dione"
http://www.wikidata.org/entity/Q161542,"1,4-naphthoquinone","1,4-dihydro-1,4-diketonaphthalene"
http://www.wikidata.org/entity/Q161541,"(1Z,5Z,9Z)-1,5,9-cyclododecatriene","cyclododeca-1,5,9-triene"
http://www.wikidata.org/entity/Q161541,"(1Z,5Z,9Z)-1,5,9-cyclododecatriene","1,5,9-cyclododecatriene"
http://www.wikidata.org/entity/Q161541,"(1Z,5Z,9Z)-1,5,9-cyclododecatriene",CDT
http://www.wikidata.org/entity/Q66194,cyclic compound,ring compound
http://www.wikidata.org/entity/Q68406,RS 67333,RS-67333
http://www.wikidata.org/entity/Q68414,renzapride,BRL-24924
http://www.wikidata.org/entity/Q68414,renzapride,BRL 24924
http://www.wikidata.org/entity/Q68484,prucalopride,Resolor®
http://www.wikidata.org/entity/Q68484,prucalopride,R-108512
http://www.wikidata.org/entity/Q68484,prucalopride,R-093877
http://www.wikidata.org/entity/Q68484,prucalopride,Prucalopride
http://www.wikidata.org/entity/Q68566,mosapride,Mosapride
http://www.wikidata.org/entity/Q71969,methenamine,HMTA
http://www.wikidata.org/entity/Q71969,methenamine,hexamine
http://www.wikidata.org/entity/Q71969,methenamine,hexamethylenetetramine
http://www.wikidata.org/entity/Q71969,methenamine,Hexamethylene tetramine
http://www.wikidata.org/entity/Q71969,methenamine,hexamethylenamine
http://www.wikidata.org/entity/Q71969,methenamine,"1,3,5,7-tetraazatricyclo[3.3.1.1(3,7)]decane"
http://www.wikidata.org/entity/Q71969,methenamine,Methenamine
http://www.wikidata.org/entity/Q71969,methenamine,HMT
http://www.wikidata.org/entity/Q139857,fumaric acid,trans-Butenedioate
http://www.wikidata.org/entity/Q139857,fumaric acid,trans-but-2-enedioic acid
http://www.wikidata.org/entity/Q139857,fumaric acid,trans-2-Butenedioic acid
http://www.wikidata.org/entity/Q139857,fumaric acid,trans-2-Butenedioate
http://www.wikidata.org/entity/Q139857,fumaric acid,"trans-1,2-ethylenedicarboxylic acid"
http://www.wikidata.org/entity/Q139857,fumaric acid,"trans-1,2-Ethylenedicarboxylate"
http://www.wikidata.org/entity/Q139857,fumaric acid,Lichenic acid
http://www.wikidata.org/entity/Q139857,fumaric acid,Lichenate
http://www.wikidata.org/entity/Q139857,fumaric acid,Fumarate
http://www.wikidata.org/entity/Q139857,fumaric acid,FC 33
http://www.wikidata.org/entity/Q139857,fumaric acid,E297
http://www.wikidata.org/entity/Q139857,fumaric acid,Boletic acid
http://www.wikidata.org/entity/Q139857,fumaric acid,Boletate
http://www.wikidata.org/entity/Q139857,fumaric acid,Allomaleic acid
http://www.wikidata.org/entity/Q139857,fumaric acid,Allomaleate
http://www.wikidata.org/entity/Q139857,fumaric acid,2-(E)-Butenedioic acid
http://www.wikidata.org/entity/Q139857,fumaric acid,2-(E)-Butenedioate
http://www.wikidata.org/entity/Q139857,fumaric acid,(E)-2-butenedioic acid
http://www.wikidata.org/entity/Q139857,fumaric acid,(E)-2-Butenedioate
http://www.wikidata.org/entity/Q139857,fumaric acid,(2E)-But-2-enedioic acid
http://www.wikidata.org/entity/Q139857,fumaric acid,(2E)-But-2-enedioate
http://www.wikidata.org/entity/Q139857,fumaric acid,(2E)-2-butenedioic acid
http://www.wikidata.org/entity/Q139857,fumaric acid,but-2-enedioic acid
http://www.wikidata.org/entity/Q140289,N-acetyl-beta-muramic acid,N -Acetylmuramic acid
http://www.wikidata.org/entity/Q140289,N-acetyl-beta-muramic acid,beta-MurNAc
http://www.wikidata.org/entity/Q140289,N-acetyl-beta-muramic acid,2-(acetylamino)-3-O-[(1R)-1-carboxyethyl]-2-deoxy-beta-D-glucopyranose
http://www.wikidata.org/entity/Q142871,alpha carotene (stereochemistry specified),α-carotene
http://www.wikidata.org/entity/Q142871,alpha carotene (stereochemistry specified),alpha-carotene (natural)
http://www.wikidata.org/entity/Q142871,alpha carotene (stereochemistry specified),(+)-alpha-carotene
http://www.wikidata.org/entity/Q73017,tholin,tholins
http://www.wikidata.org/entity/Q73972,hydroxocobalamin,Vitamin B-12b
http://www.wikidata.org/entity/Q73972,hydroxocobalamin,OH-Cbl
http://www.wikidata.org/entity/Q73972,hydroxocobalamin,Hydroxycobalamin
http://www.wikidata.org/entity/Q73972,hydroxocobalamin,Hydroxomin
http://www.wikidata.org/entity/Q73972,hydroxocobalamin,Hydroxocobalaminum anhydrous
http://www.wikidata.org/entity/Q73972,hydroxocobalamin,Hydroxocobalamine
http://www.wikidata.org/entity/Q73972,hydroxocobalamin,Hydroxocobalamin anhydrous
http://www.wikidata.org/entity/Q73972,hydroxocobalamin,Alpharedisol
http://www.wikidata.org/entity/Q73972,hydroxocobalamin,Hydroxocobalamin
http://www.wikidata.org/entity/Q75830,zacopride,iodozacopride
http://www.wikidata.org/entity/Q75830,zacopride,AHR-11190-B
http://www.wikidata.org/entity/Q75884,piboserod,SB207256
http://www.wikidata.org/entity/Q75884,piboserod,SB 207266
http://www.wikidata.org/entity/Q75884,piboserod,SB 207256
http://www.wikidata.org/entity/Q75884,piboserod,Piboserod
http://www.wikidata.org/entity/Q75884,piboserod,SB 207266-A
http://www.wikidata.org/entity/Q178425,cytosine,Zytosin
http://www.wikidata.org/entity/Q178425,cytosine,Cytosinimine
http://www.wikidata.org/entity/Q178425,cytosine,"Cytosine , C"
http://www.wikidata.org/entity/Q178425,cytosine,Cytosin
http://www.wikidata.org/entity/Q178425,cytosine,Cyt
http://www.wikidata.org/entity/Q178425,cytosine,"6-amino-1,2-dihydropyrimidin-2-one"
http://www.wikidata.org/entity/Q178425,cytosine,4-Aminouracil
http://www.wikidata.org/entity/Q178425,cytosine,4-amino-3H-pyrimidin-2-one
http://www.wikidata.org/entity/Q178425,cytosine,4-amino-2(1H)-pyrimidinone
http://www.wikidata.org/entity/Q178425,cytosine,"4-Amino-2-oxo-1,2-dihydropyrimidine"
http://www.wikidata.org/entity/Q178425,cytosine,4-amino-2-hydroxypyrimidine
http://www.wikidata.org/entity/Q193978,cinacalcet,Sensipar®
http://www.wikidata.org/entity/Q193978,cinacalcet,N-((1R)-1-(Naphthalen-1-yl)ethyl)-3-(3-(trifluoromethyl)phenyl)propan-1-amine
http://www.wikidata.org/entity/Q193978,cinacalcet,Mimpara®
http://www.wikidata.org/entity/Q193978,cinacalcet,Mimpara
http://www.wikidata.org/entity/Q193978,cinacalcet,Cinacalcet
http://www.wikidata.org/entity/Q193978,cinacalcet,AMG-073
http://www.wikidata.org/entity/Q193978,cinacalcet,(R)-alpha-Methyl-N-[3-[3-(trifluoromethyl)phenyl]propyl]-1-naphthalenemethane amine
http://www.wikidata.org/entity/Q193978,cinacalcet,(R)-alpha-methyl-N-[3-[3-(trifluoromethyl)phenyl]propyl]-1-naphthalenemethane amine
http://www.wikidata.org/entity/Q193978,cinacalcet,CNC
http://www.wikidata.org/entity/Q194207,ethylene glycol,monoethylene glycol
http://www.wikidata.org/entity/Q194207,ethylene glycol,glycol alcohol
http://www.wikidata.org/entity/Q194207,ethylene glycol,glycol
http://www.wikidata.org/entity/Q194207,ethylene glycol,ethylene alcohol
http://www.wikidata.org/entity/Q194207,ethylene glycol,ethanediol
http://www.wikidata.org/entity/Q194207,ethylene glycol,"ethane-1,2-diol"
http://www.wikidata.org/entity/Q194207,ethylene glycol,2-hydroxyethanol
http://www.wikidata.org/entity/Q194207,ethylene glycol,"1,2-ethanediol"
http://www.wikidata.org/entity/Q194207,ethylene glycol,"1,2-dihydroxyethane"
http://www.wikidata.org/entity/Q194406,strychnine,strychnin
http://www.wikidata.org/entity/Q194406,strychnine,sanaseed
http://www.wikidata.org/entity/Q147101,aciclovir,zovirax
http://www.wikidata.org/entity/Q147101,aciclovir,acyclovir
http://www.wikidata.org/entity/Q147101,aciclovir,acycloguanosine
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Aspartic Acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Aspartic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Aspartate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-aspartate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Asparaginic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Asparaginate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Asparagic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Asparagate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Asp
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Aminosuccinic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-Aminosuccinate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-(+)-Aspartic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,L-(+)-Aspartate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,H-Asp-OH
http://www.wikidata.org/entity/Q178450,L-aspartic acid,Aspartate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,Asparatate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,Asparaginic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,Asparaginate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,Asparagic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,Asparagate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,Aminosuccinate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,alpha-Aminosuccinic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,alpha-Aminosuccinate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,2-Aminosuccinic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,2-Aminosuccinate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,2-Amino-3-methylsuccinic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,2-Amino-3-methylsuccinate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-Aspartic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-Aspartate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-Aminobutanedioic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-Aminobutanedioate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-amino-Butanedioic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-amino-Butanedioate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-2-aminosuccinic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-2-aminosuccinate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-2-aminobutanedioic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-(+)-Aspartic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(S)-(+)-Aspartate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(R)-2-aminosuccinate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(L)-Aspartic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(L)-Aspartate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(2S)-Aspartic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(2S)-Aspartate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(+)-Aspartic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(+)-Aspartate
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(2S)-2-aminosuccinic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,(2S)-2-aminobutanedioic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,Asp
http://www.wikidata.org/entity/Q178450,L-aspartic acid,Aspartic acid
http://www.wikidata.org/entity/Q178450,L-aspartic acid,ASP
http://www.wikidata.org/entity/Q178450,L-aspartic acid,D
http://www.wikidata.org/entity/Q150440,hexane,normal-hexane
http://www.wikidata.org/entity/Q150440,hexane,n-hexane
http://www.wikidata.org/entity/Q150440,hexane,hexyl hydride
http://www.wikidata.org/entity/Q150440,hexane,CH3-[CH2]4-CH3
http://www.wikidata.org/entity/Q150508,"2-(dimethylamino)-4,7,7-trimethylbicyclo[2.2.1]heptan-3-ol",dimethylamino isoborneol
http://www.wikidata.org/entity/Q150508,"2-(dimethylamino)-4,7,7-trimethylbicyclo[2.2.1]heptan-3-ol",DAIB
http://www.wikidata.org/entity/Q150508,"2-(dimethylamino)-4,7,7-trimethylbicyclo[2.2.1]heptan-3-ol",(2S)-(−)-exo-(dimethylamino)isoborneol
http://www.wikidata.org/entity/Q150681,octane,normal-octane
http://www.wikidata.org/entity/Q150681,octane,n-Oktan
http://www.wikidata.org/entity/Q150681,octane,n-octane
http://www.wikidata.org/entity/Q150681,octane,CH3-[CH2]6-CH3
http://www.wikidata.org/entity/Q150681,octane,Oktan
http://www.wikidata.org/entity/Q174903,3-phenylpropionaldehyde,hydrocinnamaldehyde
http://www.wikidata.org/entity/Q174903,3-phenylpropionaldehyde,3-phenylpropional
http://www.wikidata.org/entity/Q174937,p-anisaldehyde,para-anisaldehyde
http://www.wikidata.org/entity/Q174937,p-anisaldehyde,anisic aldehyde
http://www.wikidata.org/entity/Q174937,p-anisaldehyde,anise aldehyde
http://www.wikidata.org/entity/Q174937,p-anisaldehyde,anisaldehyde
http://www.wikidata.org/entity/Q174937,p-anisaldehyde,4-methoxybenzenecarbaldehyde
http://www.wikidata.org/entity/Q174937,p-anisaldehyde,4-methoxybenzaldehyde
http://www.wikidata.org/entity/Q174937,p-anisaldehyde,4-anisaldehyde
http://www.wikidata.org/entity/Q175718,di-tert-butyl dicarbonate,Di(tert-butyl) carbonate
http://www.wikidata.org/entity/Q175718,di-tert-butyl dicarbonate,Boc2O
http://www.wikidata.org/entity/Q175718,di-tert-butyl dicarbonate,BOC-anhydride
http://www.wikidata.org/entity/Q175718,di-tert-butyl dicarbonate,bis(tert-butoxycarbonyl)oxide
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,Prodox
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,Prodix
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,"Pregn-4-en-17a-ol-3,20-dione"
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,Gestageno Gador
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,Gestageno
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,"delta(4)-Pregnene-17alpha-ol-3,20-dione"
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,"D4-Pregnen-17a-ol-3,20-dione"
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,17α hydroxyprogesterone
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,17OHP
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,17a-Hydroxyprogesterone
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,"17a-Hydroxypregn-4-ene-3,20-dione"
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,17-OHP
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,17-OH progesterone
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,17-hydroxyprogesterone
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,"17-Hydroxypregn-4-en-3,20-dione"
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,17-alpha-Hydroxyprogesterone
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,"(8R,9S,10R,13S,14S,17R)-17-ethanoyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one"
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,"(8R,9S,10R,13S,14S,17R)-17-acetyl-17-hydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one"
http://www.wikidata.org/entity/Q175901,17α-hydroxyprogesterone,"(1S,2R,10R,11S,14R,15S)-14-acetyl-14-hydroxy-2,15-dimethyltetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadec-6-en-5-one"
http://www.wikidata.org/entity/Q176301,oxcarbazepine,TRI476
